"Twitter Query: emt OR emtvalencia OR grezzi OR giussepegrezzi OR transitvalencia OR transitovalencia near:39.4699075,-0.3762881000000107,15mi -filter:retweets",,,,,,,,,,,User Details,,,,,,,,,
Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
5/06/2018 18:28:26,@TransitValencia,Tráfico Valencia,Trànsit normalitzat en Av. de l'Oest.,1004037237456109569,,,,0,2,Twitter Web Client,11390,238,136,,11/19/2012,VALENCIA (ESPAÑA),"Notícies, esdeveniments i previsions sobre #mobilitat a la ciutat de #València",http://www.valencia.es/ayuntamiento/trafico.nsf/vPortadasTituloAux/Portada?opendocument&lang=1&nivel=1,,View
5/06/2018 17:26:09,@Castello_F,Fernando Castelló,Un Sr. conductor de @emtvalencia silbando alegremente el Aria de la Reina de la Noche. Todavía hay esperanza.,1004021562641698817,,,,0,1,Twitter for iPhone,8597,416,472,✅,9/6/2009,"Valencia, España",Economista. Analizando y simplificando.,http://www.Castello.pro,,View
5/06/2018 17:25:30,@TransitValencia,Tráfico Valencia,(17:24 h) 🔴Av. Tarongers des de Av. Catalunya ▶️Ramón Llull @AjuntamentVLC @emtvalencia #EBAU2018,1004021401634902016,,,,0,2,Twitter Web Client,11390,238,136,,11/19/2012,VALENCIA (ESPAÑA),"Notícies, esdeveniments i previsions sobre #mobilitat a la ciutat de #València",http://www.valencia.es/ayuntamiento/trafico.nsf/vPortadasTituloAux/Portada?opendocument&lang=1&nivel=1,,View
5/06/2018 16:44:25,@TransitValencia,Tráfico Valencia,"(16:44 h) ⚠️ PRECAUCIÓ: AV. DE L'OEST ⭕️TANCADA des de la Pl. Sant Agustí cap al Mercat Central, per vehicle avariat #trànsitVLC",1004011063212429318,,,,2,2,Twitter Web Client,11390,238,136,,11/19/2012,VALENCIA (ESPAÑA),"Notícies, esdeveniments i previsions sobre #mobilitat a la ciutat de #València",http://www.valencia.es/ayuntamiento/trafico.nsf/vPortadasTituloAux/Portada?opendocument&lang=1&nivel=1,,View
5/06/2018 13:58:52,@Rosana_MV,Rosana Martínez,He vist gent santigüar-se abans de despegar un avió... però en un bus de la @emtvalencia 😱,1003969402184916994,,,,0,0,Twitter for iPhone,158,339,6,,4/27/2011,València,Aparelladora i Arquitecta,http://rmvanaclocha.wordpress.com,,View
5/06/2018 13:42:44,@TransitValencia,Tráfico Valencia,(13:40h) ⚠️ PRECAUCIÓ: accident Lluís Peixò direcció Tarongers (a l'altura del Dipòsit de l' @emtvalencia ) #trànsitVLC,1003965342006247424,,,,0,2,Twitter Web Client,11390,238,136,,11/19/2012,VALENCIA (ESPAÑA),"Notícies, esdeveniments i previsions sobre #mobilitat a la ciutat de #València",http://www.valencia.es/ayuntamiento/trafico.nsf/vPortadasTituloAux/Portada?opendocument&lang=1&nivel=1,,View
5/06/2018 12:22:20,@nachoroad,Nacho Roldán Adalid,"@abalosmeco A ver si se nota que es del cap i casal y como Ministro de Fomento por fín tenemos en @AjuntamentVLC la Estació Central, el túnel pasante, el Corredor Mediterráneo y el contrato programa @emtvalencia que tantas veces se reclamó en la oposición del Ayuntamiento 😅😅",1003945104992886784,,,,0,0,Twitter for Android,578,2654,14,,5/30/2011,"València, País Valencià","⚓️ Level 35. Veterinari. Màster MUGSCA @UPV. Tan normal, que et sorprendràs. También nací en el Mediterráneo. València, País Valencià (39°28′12″N, 0°22′36″W)",http://www.facebook.com/nachoroad,,View
5/06/2018 12:20:09,@manumanyes,Manuel Mañes Padial,"Si todos esos van en el autobús, en lugar de ir de pie irán unos encima de otros. RT @TransitValencia: La circulació no és exclusiva del trànsit motoritzat, per això, des del CGT @AjuntamentVLC volem destacar la importància de fer ús dels mitjans de transport sostenibles per a contribuir a una València més neta i un món amb cura pel medi ambient. #DiaInternacionaldelMediAmbient 😉",1003944555866140672,https://twitter.com/TransitValencia/status/1003911545452138496,https://pbs.twimg.com/media/De6cJ1JX4AEJmAK.jpg,,0,0,Twitter for Android,273,553,15,,6/20/2010,"Valencia, España",26. Ingeniero informático y pianista a ratos.,,,View
5/06/2018 10:54:35,@estelapeyla,peyla 🏳️‍🌈,@merimerime ay grezzi,1003923024695963648,,,,0,0,Twitter for iPhone,233,549,6,,8/5/2015,"Valencia, España","Ingeniería Informática. Soy responsable de lo que yo digo, no de lo que tú entiendas.♀",,,View
5/06/2018 10:15:55,@plataformas_Lev,Plataformas Levante®,"Gracias al @AjuntamentVLC y @TransitValencia por facilitarnos el trabajo el pasado domingo y permitirnos cortar la C/ Pizarro de #Valencia, nuestros clientes quedaron muy satisfechos!! 😉👍  Sistemas de elevación por fachada 🔝",1003913291725492224,http://PlataformasLevante.com,https://pbs.twimg.com/media/De6dzTcXkAAaEYe.jpg,,0,0,Twitter for Android,53,97,2,,6/3/2016,"Valencia, España",Sistemas de elevación por fachada de todo tipo de materiales y mobiliario | Elevaciones hasta 30 metros de altura | Servicios para profesionales y particulares,http://www.plataformaslevante.com,,View
